cat_0,cat_1,cat_2,cat_3,cat_4,n_diff,pearson_r_diff,pearson_p_diff,elasticity_beta,elasticity_alpha,elasticity_se,elasticity_t,elasticity_p,elasticity_r2,n_log
S,Male,JuniorHigh,45-49,0,19,0.11592,0.63651,0.42688,-0.03321,1.76401,0.24199,0.80878,0.00343,19
S,Male,JuniorHigh,45-49,1-2,19,-0.08114,0.74125,0.16838,-0.00671,0.42721,0.39414,0.69348,0.00906,19
S,Male,JuniorHigh,45-49,10-14,19,0.31482,0.18926,1.27418,-0.03507,0.7946,1.60356,0.10881,0.13139,19
S,Male,JuniorHigh,45-49,15-19,19,0.07932,0.74686,0.52836,-0.04116,0.70718,0.74713,0.45498,0.03179,19
S,Male,JuniorHigh,45-49,20-24,19,0.55573,0.01349,2.17479,0.00826,0.86256,2.52131,0.01169,0.27217,19
S,Male,JuniorHigh,45-49,25-29,19,-0.15253,0.53303,-0.43991,-0.02341,0.89994,-0.48882,0.62497,0.01386,19
S,Male,JuniorHigh,45-49,3-4,19,-0.15566,0.52455,-0.23594,-0.06222,0.70331,-0.33546,0.73728,0.00658,19
S,Male,JuniorHigh,45-49,30+,19,-0.3625,0.1272,-0.92524,-0.00665,0.768,-1.20474,0.2283,0.07866,19
S,Male,JuniorHigh,45-49,5-9,19,0.27498,0.25454,0.85012,-0.00872,0.6956,1.22213,0.22166,0.08076,19
S,Male,JuniorHigh,45-49,T,19,0.1214,0.62053,0.36801,-0.02075,0.61942,0.59411,0.55244,0.02034,19
S,Male,JuniorHigh,50-54,0,19,0.13033,0.59487,0.50592,-0.06378,0.58263,0.86833,0.38521,0.04247,19
S,Male,JuniorHigh,50-54,1-2,19,-0.28105,0.24379,-0.67128,-0.02979,0.53723,-1.24953,0.21147,0.08412,19
S,Male,JuniorHigh,50-54,10-14,19,-0.0895,0.71557,-0.24117,-0.04715,0.91183,-0.26449,0.7914,0.0041,19
S,Male,JuniorHigh,50-54,15-19,19,0.24665,0.30869,0.85849,-0.03403,0.55659,1.54242,0.12297,0.12276,19
S,Male,JuniorHigh,50-54,20-24,19,0.35219,0.13919,1.53287,-0.0343,1.12616,1.36115,0.17347,0.09827,19
S,Male,JuniorHigh,50-54,25-29,19,0.14884,0.54311,0.35344,-0.01608,0.74622,0.47364,0.63576,0.01302,19
S,Male,JuniorHigh,50-54,3-4,19,0.54366,0.01613,2.50087,-0.00976,0.99898,2.50341,0.0123,0.26935,19
S,Male,JuniorHigh,50-54,30+,19,0.53945,0.01714,2.7817,-0.00259,1.17756,2.36225,0.01816,0.24713,19
S,Male,JuniorHigh,50-54,5-9,19,-0.16945,0.488,-0.23655,-0.04366,0.72127,-0.32796,0.74294,0.00629,19
S,Male,JuniorHigh,50-54,T,19,0.47127,0.04167,2.08352,-0.02358,0.84562,2.46391,0.01374,0.26314,19
S,Male,JuniorHigh,55-59,0,19,0.43012,0.06604,0.56851,-0.04379,0.38472,1.47772,0.13948,0.11383,19
S,Male,JuniorHigh,55-59,1-2,19,0.13264,0.58829,0.44485,-0.05792,0.46348,0.95982,0.33715,0.05141,19
S,Male,JuniorHigh,55-59,10-14,19,0.2944,0.22115,0.73598,-0.01528,0.4523,1.62721,0.10369,0.13476,19
S,Male,JuniorHigh,55-59,15-19,19,-0.05637,0.81872,-0.17869,-0.00699,0.4595,-0.38888,0.69737,0.00882,19
S,Male,JuniorHigh,55-59,20-24,19,0.17175,0.48201,0.57706,0.01758,1.05015,0.5495,0.58266,0.01745,19
S,Male,JuniorHigh,55-59,25-29,19,-0.6029,0.00629,-2.33026,-0.05091,0.72877,-3.19753,0.00139,0.37556,19
S,Male,JuniorHigh,55-59,3-4,19,-0.41915,0.07405,-2.58413,-0.12682,1.41625,-1.82463,0.06806,0.16377,19
S,Male,JuniorHigh,55-59,30+,19,-0.24624,0.30953,-0.89818,-0.03727,1.2077,-0.74371,0.45705,0.03151,19
S,Male,JuniorHigh,55-59,5-9,19,0.22468,0.35509,0.72229,-0.04031,0.47227,1.52941,0.12616,0.12095,19
S,Male,JuniorHigh,55-59,T,19,-0.26737,0.26846,-0.41918,-0.02568,0.59671,-0.70249,0.48237,0.02821,19
S,Male,JuniorHigh,60-64,0,19,0.1681,0.49152,0.44439,-0.01255,0.7248,0.61312,0.5398,0.02163,19
S,Male,JuniorHigh,60-64,1-2,19,0.34815,0.1441,0.72426,0.00286,0.47163,1.53567,0.12462,0.12182,19
S,Male,JuniorHigh,60-64,10-14,19,0.52827,0.02007,1.83998,-0.03665,0.70723,2.60167,0.00928,0.28477,19
S,Male,JuniorHigh,60-64,15-19,19,0.09018,0.71351,0.24269,-0.02097,0.40397,0.60077,0.54799,0.02079,19
S,Male,JuniorHigh,60-64,20-24,19,-0.20157,0.40795,-1.20391,-0.11702,1.2309,-0.97808,0.32804,0.05327,19
S,Male,JuniorHigh,60-64,25-29,19,0.12404,0.6129,0.09861,-0.03011,0.73941,0.13336,0.89391,0.00105,19
S,Male,JuniorHigh,60-64,3-4,19,0.5086,0.02617,1.36584,-0.02801,0.61075,2.23634,0.02533,0.22732,19
S,Male,JuniorHigh,60-64,30+,19,-0.07634,0.7561,-0.27149,-0.0335,0.96855,-0.28031,0.77924,0.0046,19
S,Male,JuniorHigh,60-64,5-9,19,-0.18804,0.44077,-0.59208,-0.03041,0.89867,-0.65883,0.51,0.0249,19
S,Male,JuniorHigh,60-64,T,19,0.31529,0.18856,1.78934,-0.02801,1.17082,1.52829,0.12644,0.1208,19
S,Male,Total,20-24,0,23,0.15493,0.48029,0.82645,-0.00289,1.0252,0.80614,0.42016,0.03002,23
S,Male,Total,20-24,1-2,23,-0.07546,0.73219,-0.42605,-0.0094,0.92418,-0.461,0.6448,0.01002,23
S,Male,Total,20-24,3-4,23,0.03179,0.88551,0.19305,0.00253,1.32607,0.14558,0.88425,0.00101,23
S,Male,Total,20-24,5-9,23,0.00304,0.98901,0.12344,-0.00567,0.80246,0.15383,0.87775,0.00113,23
S,Male,Total,20-24,T,23,-0.15889,0.46899,-0.70594,-0.00842,0.92933,-0.75962,0.44748,0.02674,23
S,Male,Total,25-29,0,23,-0.05431,0.80559,-0.18921,-0.00094,0.82892,-0.22827,0.81944,0.00248,23
S,Male,Total,25-29,1-2,23,0.34227,0.10989,3.10497,0.00497,1.76725,1.75695,0.07893,0.12816,23
S,Male,Total,25-29,10-14,23,-0.19076,0.38328,-0.68972,-0.00561,0.91216,-0.75614,0.44956,0.0265,23
S,Male,Total,25-29,3-4,23,-0.37811,0.07525,-2.10208,-0.01622,1.08331,-1.94043,0.05233,0.15204,23
S,Male,Total,25-29,5-9,23,0.24443,0.26101,0.72066,-0.00139,0.62839,1.14683,0.25145,0.05894,23
S,Male,Total,25-29,T,23,-0.05016,0.82022,-0.20399,-0.00493,0.94533,-0.21578,0.82916,0.00221,23
S,Male,Total,30-34,0,23,0.13021,0.55373,0.27118,0.0013,0.50075,0.54155,0.58813,0.01377,23
S,Male,Total,30-34,1-2,23,-0.27803,0.19896,-1.44782,0.00101,1.03228,-1.40254,0.16075,0.08565,23
S,Male,Total,30-34,10-14,23,0.56973,0.00454,1.95445,-0.00509,0.62907,3.1069,0.00189,0.31491,23
S,Male,Total,30-34,15-19,23,0.23191,0.28698,0.8481,-0.00471,1.12467,0.75409,0.45079,0.02636,23
S,Male,Total,30-34,3-4,23,0.18895,0.38789,0.88881,-0.00143,0.88126,1.00857,0.31318,0.0462,23
S,Male,Total,30-34,5-9,23,-0.18541,0.39701,-0.76076,-0.00319,0.89938,-0.84588,0.39762,0.03295,23
S,Male,Total,30-34,T,23,-0.14831,0.49946,-0.72038,-0.00511,0.99698,-0.72256,0.46995,0.02426,23
S,Male,Total,35-39,0,23,0.04675,0.83224,0.11206,-0.00884,0.4739,0.23647,0.81307,0.00266,23
S,Male,Total,35-39,1-2,23,0.59137,0.00296,1.31725,-0.00188,0.40607,3.24387,0.00118,0.33381,23
S,Male,Total,35-39,10-14,23,0.10459,0.63483,0.32483,-0.00973,0.69652,0.46636,0.64096,0.01025,23
S,Male,Total,35-39,15-19,23,0.207,0.34328,0.51996,0.00303,0.57462,0.90488,0.36553,0.03753,23
S,Male,Total,35-39,20-24,23,-0.09177,0.67709,-0.47732,0.01052,0.72227,-0.66086,0.5087,0.02037,23
S,Male,Total,35-39,3-4,23,-0.18395,0.4008,-0.6892,-0.01409,0.86362,-0.79804,0.42485,0.02943,23
S,Male,Total,35-39,5-9,23,0.02528,0.90883,0.10175,0.00053,0.64185,0.15853,0.87404,0.0012,23
S,Male,Total,35-39,T,23,0.0198,0.92856,0.01153,-0.00428,0.61003,0.0189,0.98492,2e-05,23
S,Male,Total,40-44,0,23,0.0044,0.98411,-0.01944,-0.01645,0.55607,-0.03496,0.97211,6e-05,23
S,Male,Total,40-44,1-2,23,0.24312,0.26365,0.67251,-0.01213,0.56695,1.18619,0.23555,0.06279,23
S,Male,Total,40-44,10-14,23,-0.00294,0.98939,-0.05309,-0.01004,0.69423,-0.07647,0.93904,0.00028,23
S,Male,Total,40-44,15-19,23,0.34652,0.10528,0.81899,0.00085,0.5059,1.61886,0.10548,0.11095,23
S,Male,Total,40-44,20-24,23,0.13316,0.5447,0.40093,0.00661,0.6291,0.6373,0.52393,0.01897,23
S,Male,Total,40-44,25-29,23,-0.2564,0.23763,-0.53474,0.00618,0.49497,-1.08035,0.27999,0.05265,23
S,Male,Total,40-44,3-4,23,0.01041,0.96238,0.05022,-0.0174,0.61512,0.08164,0.93493,0.00032,23
S,Male,Total,40-44,5-9,23,0.12679,0.56429,0.34366,-0.01407,0.49837,0.68957,0.49047,0.02214,23
S,Male,Total,40-44,T,23,-0.2489,0.2521,-0.73227,-0.00754,0.6121,-1.19633,0.23157,0.0638,23
S,Male,Total,45-49,0,23,0.50184,0.01469,1.45157,-0.01194,0.57372,2.53012,0.0114,0.23362,23
S,Male,Total,45-49,1-2,23,0.301,0.16281,1.17746,-0.00998,0.6832,1.72343,0.08481,0.12391,23
S,Male,Total,45-49,10-14,23,-0.04714,0.83087,0.01243,-0.01191,0.93943,0.01323,0.98944,1e-05,23
S,Male,Total,45-49,15-19,23,0.47105,0.02328,1.2049,0.00335,0.49213,2.44834,0.01435,0.22206,23
S,Male,Total,45-49,20-24,23,0.36732,0.08467,1.32523,-0.00396,0.80764,1.64087,0.10082,0.11364,23
S,Male,Total,45-49,25-29,23,0.14422,0.51148,0.32521,-0.00204,0.54377,0.59806,0.5498,0.01675,23
S,Male,Total,45-49,3-4,23,0.37758,0.07569,0.95619,-0.0071,0.49705,1.92372,0.05439,0.14982,23
S,Male,Total,45-49,30+,23,0.16728,0.44552,0.47963,-0.00139,0.66556,0.72064,0.47113,0.02413,23
S,Male,Total,45-49,5-9,23,-0.14962,0.49561,-0.41134,-0.0143,0.64706,-0.63571,0.52496,0.01888,23
S,Male,Total,45-49,T,23,0.01042,0.96236,0.02883,-0.00792,0.67368,0.04279,0.96587,9e-05,23
S,Male,Total,50-54,0,23,0.17104,0.43522,0.59019,-0.01623,0.63703,0.92646,0.3542,0.03927,23
S,Male,Total,50-54,1-2,23,0.28283,0.19099,0.71431,-0.00862,0.49689,1.43758,0.15055,0.08959,23
S,Male,Total,50-54,10-14,23,-0.37291,0.07968,-1.28204,-0.02154,0.63721,-2.01197,0.04422,0.16161,23
S,Male,Total,50-54,15-19,23,0.19295,0.37774,0.63491,-0.00895,0.67206,0.94472,0.3448,0.04077,23
S,Male,Total,50-54,20-24,23,0.30859,0.15196,0.98952,0.00126,0.69098,1.43205,0.15213,0.08897,23
S,Male,Total,50-54,25-29,23,-0.10977,0.61806,-0.20011,-0.0011,0.48598,-0.41177,0.68051,0.00801,23
S,Male,Total,50-54,3-4,23,0.12808,0.56031,0.43925,-0.0123,0.72519,0.6057,0.54471,0.01717,23
S,Male,Total,50-54,30+,23,0.14286,0.51552,0.38545,-0.0115,0.58916,0.65424,0.51296,0.01998,23
S,Male,Total,50-54,5-9,23,0.2494,0.25113,0.40591,-0.02097,0.33748,1.20279,0.22906,0.06445,23
S,Male,Total,50-54,T,23,0.09395,0.66984,0.34453,-0.01061,0.73607,0.46807,0.63973,0.01033,23
S,Male,Total,55-59,0,23,0.18365,0.40157,0.4641,-0.02528,0.39137,1.18585,0.23568,0.06276,23
S,Male,Total,55-59,1-2,23,0.29922,0.16544,0.59709,-0.01618,0.34874,1.71211,0.08688,0.12249,23
S,Male,Total,55-59,10-14,23,0.14721,0.50267,0.15091,-0.01895,0.45084,0.33473,0.73783,0.00531,23
S,Male,Total,55-59,15-19,23,0.00776,0.97198,-0.00409,-0.01104,0.40666,-0.01007,0.99197,0.0,23
S,Male,Total,55-59,20-24,23,0.11187,0.61131,0.33281,-0.00327,0.53778,0.61886,0.53601,0.01791,23
S,Male,Total,55-59,25-29,23,0.0804,0.71535,0.27231,-0.00571,0.71046,0.38329,0.7015,0.00695,23
S,Male,Total,55-59,3-4,23,-0.14295,0.51524,-0.37326,-0.01757,0.37977,-0.98287,0.32567,0.04398,23
S,Male,Total,55-59,30+,23,-0.06512,0.76782,-0.07781,-0.0114,0.53142,-0.14642,0.88359,0.00102,23
S,Male,Total,55-59,5-9,23,0.37772,0.07557,0.71551,-0.02206,0.40458,1.76851,0.07698,0.12963,23
S,Male,Total,55-59,T,23,0.05443,0.80515,0.13926,-0.01307,0.46076,0.30224,0.76247,0.00433,23
S,Male,Total,60-64,0,23,-0.64576,0.00087,-1.51446,-0.02112,0.40068,-3.77976,0.00016,0.40487,23
S,Male,Total,60-64,1-2,23,0.36777,0.08425,1.53127,-0.00161,0.60856,2.51623,0.01186,0.23165,23
S,Male,Total,60-64,10-14,23,0.00341,0.9877,0.1862,-0.02046,0.62727,0.29684,0.76659,0.00418,23
S,Male,Total,60-64,15-19,23,0.40148,0.05759,0.75922,-0.00583,0.39329,1.93043,0.05355,0.15071,23
S,Male,Total,60-64,20-24,23,0.27825,0.19858,0.61301,-0.00482,0.5679,1.07944,0.28039,0.05257,23
S,Male,Total,60-64,25-29,23,0.27374,0.20626,0.60959,-0.00624,0.53779,1.13352,0.257,0.05766,23
S,Male,Total,60-64,3-4,23,0.2147,0.32524,0.49901,-0.02126,0.45177,1.10456,0.26935,0.05491,23
S,Male,Total,60-64,30+,23,0.0589,0.78949,0.08868,-0.01533,0.42117,0.21054,0.83324,0.00211,23
S,Male,Total,60-64,5-9,23,-0.07037,0.74967,-0.02701,-0.02016,0.36807,-0.07339,0.9415,0.00026,23
S,Male,Total,60-64,T,23,-0.00386,0.98606,0.00246,-0.01176,0.43947,0.0056,0.99553,0.0,23
S,Male,University,20-24,0,8,0.47605,0.23309,1.64149,-0.07231,1.31889,1.2446,0.21328,0.2052,8
S,Male,University,20-24,1-2,8,-0.18461,0.66164,-2.70291,-0.09562,2.58803,-1.04439,0.29631,0.15383,8
S,Male,University,20-24,3-4,8,-0.23769,0.57083,-2.02439,0.11173,4.12132,-0.4912,0.62329,0.03866,8
S,Male,University,20-24,5-9,4,-0.54465,0.45535,-3.64528,-0.00362,4.47202,-0.81513,0.415,0.24937,4
S,Male,University,20-24,T,8,0.40772,0.31602,1.44012,-0.05752,1.58923,0.90618,0.36484,0.12038,8
S,Male,University,25-29,0,8,0.43932,0.27613,2.30875,0.00382,1.49185,1.54757,0.12172,0.28529,8
S,Male,University,25-29,1-2,8,-0.06078,0.88632,-0.63147,-0.03121,3.60932,-0.17496,0.86111,0.00508,8
S,Male,University,25-29,10-14,5,-0.55623,0.33022,-7.50229,0.34211,6.46821,-1.15987,0.2461,0.3096,5
S,Male,University,25-29,3-4,8,0.53497,0.17188,1.62154,-0.02924,0.93469,1.73485,0.08277,0.33405,8
S,Male,University,25-29,5-9,8,0.20587,0.62477,1.60494,-0.05697,3.67371,0.43687,0.6622,0.03083,8
S,Male,University,25-29,T,8,0.34561,0.40174,2.36785,-0.00888,2.69101,0.87991,0.37891,0.11429,8
S,Male,University,30-34,0,8,-0.2931,0.48109,-0.57763,-0.06335,1.07425,-0.5377,0.59078,0.04597,8
S,Male,University,30-34,1-2,8,-0.31679,0.44456,-0.70324,-0.00373,0.90014,-0.78125,0.43465,0.09233,8
S,Male,University,30-34,10-14,8,0.64121,0.08663,2.93512,0.02033,1.46604,2.00207,0.04528,0.4005,8
S,Male,University,30-34,15-19,4,0.98386,0.01614,3.82926,-0.01935,0.31964,11.98001,0.0,0.98626,4
S,Male,University,30-34,3-4,8,0.38335,0.34853,1.56428,-0.0268,1.30413,1.19948,0.23034,0.19341,8
S,Male,University,30-34,5-9,8,0.65971,0.07508,1.12174,0.0014,0.49911,2.24747,0.02461,0.45707,8
S,Male,University,30-34,T,8,0.18345,0.66368,0.72865,-0.01445,1.66011,0.43892,0.66072,0.03111,8
S,Male,University,35-39,0,8,0.20718,0.6225,0.43326,-0.01185,0.76661,0.56517,0.57196,0.05054,8
S,Male,University,35-39,1-2,8,0.84643,0.00804,2.01169,-0.01035,0.47401,4.24397,2e-05,0.75012,8
S,Male,University,35-39,10-14,8,0.69125,0.0576,2.62062,-0.0027,1.18163,2.2178,0.02657,0.45048,8
S,Male,University,35-39,15-19,8,-0.91558,0.00141,-4.02808,-0.10586,0.67272,-5.98779,0.0,0.85664,8
S,Male,University,35-39,20-24,4,0.77509,0.22491,3.13985,-0.20377,1.44221,2.17711,0.02947,0.70325,4
S,Male,University,35-39,3-4,8,-0.29201,0.48281,-0.52395,-0.04611,0.78233,-0.66972,0.50303,0.06956,8
S,Male,University,35-39,5-9,8,-0.1883,0.6552,-0.9506,0.00866,1.58447,-0.59995,0.54854,0.05659,8
S,Male,University,35-39,T,8,0.27257,0.51368,0.61797,0.00072,0.95959,0.64399,0.51958,0.06465,8
S,Male,University,40-44,0,8,-0.30131,0.4683,-0.30246,-0.06055,0.36558,-0.82734,0.40804,0.1024,8
S,Male,University,40-44,1-2,8,-0.48007,0.22861,-2.4554,-0.05655,1.81687,-1.35145,0.17655,0.23337,8
S,Male,University,40-44,10-14,8,0.32148,0.43747,0.88069,-0.05472,0.81428,1.08155,0.27945,0.16315,8
S,Male,University,40-44,15-19,8,0.13408,0.75159,0.23801,-0.00496,0.87981,0.27052,0.78676,0.01205,8
S,Male,University,40-44,20-24,8,-0.80176,0.0167,-1.70675,-0.04162,0.496,-3.44102,0.00058,0.66369,8
S,Male,University,40-44,25-29,5,-0.73869,0.15391,-0.42639,0.28774,0.96832,-0.44034,0.65969,0.06071,5
S,Male,University,40-44,3-4,8,-0.21206,0.61414,-0.71435,-0.0638,1.00943,-0.70768,0.47914,0.07704,8
S,Male,University,40-44,5-9,8,0.65546,0.07765,1.23668,-0.0715,0.69804,1.77164,0.07645,0.34345,8
S,Male,University,40-44,T,8,0.03308,0.93801,0.00527,-0.0428,0.6894,0.00765,0.9939,1e-05,8
S,Male,University,45-49,0,8,0.48255,0.22586,1.05715,-0.00116,0.7988,1.32343,0.18569,0.22595,8
S,Male,University,45-49,1-2,8,0.58356,0.12885,2.14869,-0.03357,0.91218,2.35554,0.0185,0.48046,8
S,Male,University,45-49,10-14,8,0.52929,0.17735,1.08317,-0.02569,0.80444,1.3465,0.17814,0.23206,8
S,Male,University,45-49,15-19,8,0.30325,0.4653,1.20424,0.01712,1.41045,0.8538,0.39322,0.10833,8
S,Male,University,45-49,20-24,8,-0.24855,0.55281,-0.74141,-0.0149,1.25056,-0.59286,0.55327,0.05534,8
S,Male,University,45-49,25-29,8,0.11505,0.78617,0.46185,0.00124,1.48433,0.31115,0.75568,0.01588,8
S,Male,University,45-49,3-4,8,0.75674,0.02974,1.96649,-0.0618,0.70557,2.7871,0.00532,0.5642,8
S,Male,University,45-49,30+,3,0.95564,0.19033,3.01066,0.35225,1.0099,2.98114,0.00287,0.89886,3
S,Male,University,45-49,5-9,8,0.06062,0.88661,0.25382,-0.04047,1.66096,0.15281,0.87855,0.00388,8
S,Male,University,45-49,T,8,0.59592,0.119,1.2992,-0.02859,0.84147,1.54396,0.1226,0.28434,8
S,Male,University,50-54,0,8,0.00713,0.98663,0.39116,-0.07179,0.72668,0.53829,0.59038,0.04607,8
S,Male,University,50-54,1-2,8,0.48002,0.22866,0.96691,-0.07135,0.6384,1.51458,0.12988,0.27658,8
S,Male,University,50-54,10-14,8,-0.11887,0.77921,-0.28331,-0.05333,0.86157,-0.32883,0.74229,0.0177,8
S,Male,University,50-54,15-19,8,0.26857,0.52012,1.06011,-0.04449,1.21652,0.87142,0.38352,0.11234,8
S,Male,University,50-54,20-24,8,0.83843,0.00931,3.09443,0.02788,0.73608,4.20393,3e-05,0.74655,8
S,Male,University,50-54,25-29,8,-0.22692,0.5889,-0.69639,0.01819,0.94785,-0.7347,0.46252,0.08254,8
S,Male,University,50-54,3-4,8,0.53231,0.17444,1.32193,-0.01842,0.71393,1.85161,0.06408,0.36363,8
S,Male,University,50-54,30+,8,-0.49268,0.21483,-6.12724,-0.02921,3.86804,-1.58407,0.11318,0.29489,8
S,Male,University,50-54,5-9,8,-0.2043,0.62747,-0.5237,-0.0568,0.9235,-0.56708,0.57066,0.05087,8
S,Male,University,50-54,T,8,0.48085,0.22774,1.2666,-0.02485,0.83078,1.5246,0.12736,0.27923,8
S,Male,University,55-59,0,8,0.22151,0.59806,0.93423,-0.05535,1.27474,0.73288,0.46363,0.08216,8
S,Male,University,55-59,1-2,8,-0.51948,0.18702,-1.5932,0.02798,1.06341,-1.4982,0.13408,0.27225,8
S,Male,University,55-59,10-14,8,0.11045,0.79459,0.49396,-0.09259,0.90579,0.54533,0.58552,0.04722,8
S,Male,University,55-59,15-19,8,-0.12095,0.77542,0.02775,-0.05244,1.63392,0.01698,0.98645,5e-05,8
S,Male,University,55-59,20-24,8,0.22366,0.5944,0.79481,-0.02941,1.6125,0.49291,0.62208,0.03892,8
S,Male,University,55-59,25-29,8,0.42974,0.28794,2.11259,0.01241,2.1695,0.97377,0.33017,0.13647,8
S,Male,University,55-59,3-4,8,0.55705,0.15148,0.97509,-0.03373,0.4157,2.34563,0.01899,0.47835,8
S,Male,University,55-59,30+,8,-0.28413,0.49523,-0.59604,-0.06703,0.88564,-0.67301,0.50094,0.07019,8
S,Male,University,55-59,5-9,8,-0.42901,0.28885,-0.71261,-0.04021,0.52848,-1.34841,0.17753,0.23256,8
S,Male,University,55-59,T,8,-0.37747,0.3566,-0.87221,-0.03068,0.7332,-1.18959,0.23421,0.19084,8
S,Male,University,60-64,0,8,0.27765,0.50554,0.73493,-0.03338,0.81058,0.90667,0.36458,0.1205,8
S,Male,University,60-64,1-2,8,0.13676,0.74675,0.29689,0.02531,1.22611,0.24214,0.80867,0.00968,8
S,Male,University,60-64,10-14,8,0.49411,0.21329,0.8233,-0.01145,0.63422,1.29813,0.19424,0.21927,8
S,Male,University,60-64,15-19,8,0.55533,0.15303,1.9082,0.04861,0.91668,2.08165,0.03737,0.41935,8
S,Male,University,60-64,20-24,8,0.47394,0.23546,0.36208,0.00196,0.37056,0.97712,0.32851,0.13728,8
S,Male,University,60-64,25-29,8,0.44533,0.26884,0.24233,0.01279,0.21933,1.10485,0.26923,0.16905,8
S,Male,University,60-64,3-4,8,0.43168,0.28554,0.76631,-0.03752,0.61492,1.24619,0.2127,0.20561,8
S,Male,University,60-64,30+,8,0.47431,0.23505,0.79032,-0.02401,0.52959,1.49231,0.13562,0.27069,8
S,Male,University,60-64,5-9,8,-0.21948,0.6015,-1.06481,0.00248,1.78463,-0.59666,0.55074,0.05601,8
S,Male,University,60-64,T,8,0.27353,0.51213,0.36914,0.00905,0.54177,0.68135,0.49565,0.07182,8
S,Total,College,20-24,0,23,-0.10357,0.63815,-0.05229,-0.01888,1.58617,-0.03296,0.9737,5e-05,23
S,Total,College,20-24,1-2,23,-0.08629,0.69543,-0.70613,-0.03435,1.62655,-0.43413,0.6642,0.00889,23
S,Total,College,20-24,3-4,23,-0.02353,0.91514,0.14711,-0.0527,1.47995,0.0994,0.92082,0.00047,23
S,Total,College,20-24,5-9,18,0.05551,0.82682,0.78979,-0.06663,0.99296,0.79539,0.42639,0.03804,18
S,Total,College,20-24,T,23,-0.10337,0.63882,-0.20408,-0.03332,0.69968,-0.29168,0.77053,0.00403,23
S,Total,College,25-29,0,23,0.15552,0.47857,0.83655,-0.01238,0.97786,0.85549,0.39228,0.03368,23
S,Total,College,25-29,1-2,23,-0.02336,0.91576,-0.22673,-0.03064,1.06331,-0.21323,0.83114,0.00216,23
S,Total,College,25-29,10-14,15,0.10611,0.70663,0.98008,-0.06992,1.3837,0.7083,0.47876,0.03716,15
S,Total,College,25-29,3-4,23,-0.21508,0.32436,-0.92059,-0.04404,0.96569,-0.95329,0.34044,0.04148,23
S,Total,College,25-29,5-9,23,0.4357,0.0377,2.72808,-0.0308,1.07577,2.53594,0.01121,0.23444,23
S,Total,College,25-29,T,23,0.37337,0.07928,1.40804,-0.02565,0.70848,1.98742,0.04688,0.15831,23
S,Total,College,30-34,0,23,0.03028,0.89092,-0.17972,0.03164,2.03553,-0.08829,0.92964,0.00037,23
S,Total,College,30-34,1-2,23,0.4481,0.03201,1.51846,-0.02405,0.81319,1.86728,0.06186,0.14239,23
S,Total,College,30-34,10-14,23,-0.18672,0.39362,-0.67886,-0.00515,0.75091,-0.90405,0.36597,0.03746,23
S,Total,College,30-34,15-19,18,0.05725,0.82147,0.34454,-0.00314,0.71556,0.4815,0.63016,0.01428,18
S,Total,College,30-34,3-4,23,0.7862,1e-05,2.87647,-0.033,0.51015,5.63844,0.0,0.60221,23
S,Total,College,30-34,5-9,23,0.58985,0.00305,4.16086,-0.019,1.21865,3.41433,0.00064,0.35697,23
S,Total,College,30-34,T,23,-0.22503,0.30192,-1.36199,-0.00627,1.38925,-0.98038,0.3269,0.04377,23
S,Total,College,35-39,0,23,0.37879,0.07468,0.9289,-0.01655,0.46653,1.9911,0.04647,0.1588,23
S,Total,College,35-39,1-2,23,-0.28092,0.19414,-0.41411,-0.01227,0.49827,-0.8311,0.40592,0.03184,23
S,Total,College,35-39,10-14,23,0.17611,0.42152,0.27213,-0.02588,0.37889,0.71824,0.47261,0.02398,23
S,Total,College,35-39,15-19,23,-0.24058,0.26882,-1.26075,-0.03303,1.06469,-1.18414,0.23636,0.06259,23
S,Total,College,35-39,20-24,16,0.21724,0.41897,0.70162,0.05103,0.79909,0.87803,0.37993,0.05219,16
S,Total,College,35-39,3-4,23,-0.14586,0.50665,-0.3493,-0.04207,0.81889,-0.42655,0.66971,0.00859,23
S,Total,College,35-39,5-9,23,0.413,0.05015,1.75623,-0.01261,0.84302,2.08325,0.03723,0.17127,23
S,Total,College,35-39,T,23,0.33981,0.11265,1.05729,-0.02511,0.65735,1.60842,0.10774,0.10968,23
S,Total,College,40-44,0,23,0.25659,0.23726,0.6003,-0.00838,0.50432,1.1903,0.23393,0.0632,23
S,Total,College,40-44,1-2,23,0.08736,0.69184,0.20695,0.00065,0.49058,0.42184,0.67314,0.0084,23
S,Total,College,40-44,10-14,23,0.53261,0.00888,1.91019,-0.02993,0.64217,2.97459,0.00293,0.29644,23
S,Total,College,40-44,15-19,23,-0.26983,0.21309,-0.63545,-0.02159,0.61001,-1.04169,0.29755,0.04913,23
S,Total,College,40-44,20-24,23,-0.02634,0.90505,-0.09387,-0.00919,0.97851,-0.09594,0.92357,0.00044,23
S,Total,College,40-44,25-29,14,0.40304,0.15303,1.26687,0.1233,0.82032,1.54436,0.1225,0.1658,14
S,Total,College,40-44,3-4,23,0.4922,0.01704,2.10665,-0.01039,0.74034,2.84553,0.00443,0.27828,23
S,Total,College,40-44,5-9,23,0.33003,0.12405,1.13371,-0.0241,0.61345,1.84808,0.06459,0.13989,23
S,Total,College,40-44,T,23,0.51147,0.01261,1.88066,-0.01442,0.70063,2.68425,0.00727,0.25546,23
